soilmiosture,temperature,note,status,class
369,29.22,0,0,Very Dry
302,29.2,1,0,Dry
263,29.18,2,1,Wet
216,29.16,2,1,Wet
243,29.15,2,1,Wet
244,29.13,2,1,Wet
243,29.11,2,1,Wet
243,29.09,2,1,Wet
243,29.08,2,1,Wet
243,29.07,2,1,Wet
244,29.05,2,1,Wet
244,29.03,2,1,Wet
243,29.01,2,1,Wet
243,29,2,1,Wet
243,28.98,2,1,Wet
243,28.97,2,1,Wet
243,28.95,2,1,Wet
242,28.94,2,1,Wet
239,28.92,2,1,Wet
240,28.91,2,1,Wet
238,28.89,2,1,Wet
240,28.88,2,1,Wet
238,28.87,2,1,Wet
239,28.85,2,1,Wet
238,28.84,2,1,Wet
238,28.82,2,1,Wet
239,28.8,2,1,Wet
238,28.79,2,1,Wet
238,28.77,2,1,Wet
238,28.76,2,1,Wet
237,28.74,2,1,Wet
237,28.73,2,1,Wet
238,28.72,2,1,Wet
239,28.71,2,1,Wet
241,28.7,2,1,Wet
239,28.68,2,1,Wet
238,28.67,2,1,Wet
238,28.66,2,1,Wet
238,28.65,2,1,Wet
239,28.64,2,1,Wet
237,28.63,2,1,Wet
238,28.62,2,1,Wet
239,28.61,2,1,Wet
237,28.6,2,1,Wet
238,28.59,2,1,Wet
240,28.58,2,1,Wet
238,28.57,2,1,Wet
238,28.56,2,1,Wet
237,28.55,2,1,Wet
238,28.55,2,1,Wet
238,28.54,2,1,Wet
238,28.53,2,1,Wet
237,28.52,2,1,Wet
238,28.51,2,1,Wet
238,28.5,2,1,Wet
237,28.49,2,1,Wet
238,28.48,2,1,Wet
238,28.47,2,1,Wet
237,28.47,2,1,Wet
237,28.46,2,1,Wet
238,28.45,2,1,Wet
231,28.44,2,1,Wet
238,28.43,2,1,Wet
237,28.42,2,1,Wet
237,28.41,2,1,Wet
238,28.4,2,1,Wet
239,28.39,2,1,Wet
237,28.38,2,1,Wet
238,28.37,2,1,Wet
238,28.36,2,1,Wet
239,28.36,2,1,Wet
238,28.35,2,1,Wet
237,28.34,2,1,Wet
238,28.33,2,1,Wet
238,28.32,2,1,Wet
238,28.31,2,1,Wet
238,28.3,2,1,Wet
238,28.29,2,1,Wet
238,28.28,2,1,Wet
238,28.28,2,1,Wet
235,28.27,2,1,Wet
238,28.26,2,1,Wet
238,28.26,2,1,Wet
237,28.25,2,1,Wet
238,28.24,2,1,Wet
238,28.23,2,1,Wet
239,28.22,2,1,Wet
238,28.22,2,1,Wet
237,28.21,2,1,Wet
237,28.2,2,1,Wet
236,28.19,2,1,Wet
237,28.19,2,1,Wet
237,28.18,2,1,Wet
237,28.17,2,1,Wet
238,28.17,2,1,Wet
244,28.16,2,1,Wet
238,28.15,2,1,Wet
237,28.14,2,1,Wet
239,28.13,2,1,Wet
237,28.13,2,1,Wet
238,28.12,2,1,Wet
237,28.11,2,1,Wet
237,28.11,2,1,Wet
238,28.1,2,1,Wet
237,28.09,2,1,Wet
238,28.09,2,1,Wet
238,28.08,2,1,Wet
237,28.08,2,1,Wet
237,28.07,2,1,Wet
237,28.06,2,1,Wet
237,28.06,2,1,Wet
238,28.05,2,1,Wet
238,28.05,2,1,Wet
237,28.04,2,1,Wet
238,28.04,2,1,Wet
238,28.03,2,1,Wet
237,28.02,2,1,Wet
231,28.02,2,1,Wet
193,28.02,3,1,Very Wet
174,28.01,3,1,Very Wet
167,28.06,3,1,Very Wet
166,28.33,3,1,Very Wet
166,28.68,3,1,Very Wet
166,29.06,3,1,Very Wet
166,29.44,3,1,Very Wet
166,29.82,3,1,Very Wet
167,30.14,3,1,Very Wet
224,30.37,2,1,Wet
388,30.53,0,0,Very Dry
318,30.6,1,0,Dry
272,30.69,1,0,Dry
246,30.75,2,1,Wet
306,30.78,1,0,Dry
403,30.79,0,0,Very Dry
404,30.79,0,0,Very Dry
329,30.77,1,0,Dry
279,30.74,1,0,Dry
240,30.7,2,1,Wet
204,30.66,2,1,Wet
243,30.61,2,1,Wet
244,30.59,2,1,Wet
244,30.54,2,1,Wet
256,30.48,2,1,Wet
245,30.43,2,1,Wet
244,30.38,2,1,Wet
244,30.32,2,1,Wet
244,30.27,2,1,Wet
245,30.22,2,1,Wet
243,30.17,2,1,Wet
243,30.12,2,1,Wet
241,30.07,2,1,Wet
241,30.02,2,1,Wet
240,29.99,2,1,Wet
238,29.95,2,1,Wet
241,29.9,2,1,Wet
240,29.85,2,1,Wet
240,29.81,2,1,Wet
239,29.76,2,1,Wet
239,29.72,2,1,Wet
239,29.68,2,1,Wet
240,29.64,2,1,Wet
240,29.6,2,1,Wet
240,29.56,2,1,Wet
240,29.53,2,1,Wet
240,29.51,2,1,Wet
240,29.47,2,1,Wet
238,29.44,2,1,Wet
239,29.41,2,1,Wet
237,29.37,2,1,Wet
237,29.34,2,1,Wet
237,29.31,2,1,Wet
209,29.28,2,1,Wet
186,29.25,3,1,Very Wet
170,29.22,3,1,Very Wet
167,29.2,3,1,Very Wet
167,29.17,3,1,Very Wet
167,29.16,3,1,Very Wet
167,29.14,3,1,Very Wet
167,29.11,3,1,Very Wet
166,29.09,3,1,Very Wet
167,29.07,3,1,Very Wet
166,29.05,3,1,Very Wet
167,29.03,3,1,Very Wet
167,29.01,3,1,Very Wet
168,28.99,3,1,Very Wet
167,28.97,3,1,Very Wet
167,28.95,3,1,Very Wet
167,28.93,3,1,Very Wet
167,28.92,3,1,Very Wet
166,28.91,3,1,Very Wet
166,28.89,3,1,Very Wet
167,28.87,3,1,Very Wet
166,28.85,3,1,Very Wet
166,28.83,3,1,Very Wet
167,28.82,3,1,Very Wet
167,28.8,3,1,Very Wet
166,28.78,3,1,Very Wet
167,28.77,3,1,Very Wet
167,28.75,3,1,Very Wet
179,28.74,3,1,Very Wet
167,28.73,3,1,Very Wet
167,28.72,3,1,Very Wet
167,28.7,3,1,Very Wet
166,28.69,3,1,Very Wet
166,28.67,3,1,Very Wet
167,28.66,3,1,Very Wet
167,28.65,3,1,Very Wet
167,28.63,3,1,Very Wet
167,28.62,3,1,Very Wet
167,28.61,3,1,Very Wet
167,28.59,3,1,Very Wet
168,28.58,3,1,Very Wet
164,28.58,3,1,Very Wet
166,28.56,3,1,Very Wet
166,28.55,3,1,Very Wet
167,28.54,3,1,Very Wet
166,28.53,3,1,Very Wet
167,28.51,3,1,Very Wet
167,28.5,3,1,Very Wet
167,28.49,3,1,Very Wet
167,28.48,3,1,Very Wet
167,28.47,3,1,Very Wet
167,28.45,3,1,Very Wet
167,28.44,3,1,Very Wet
167,28.44,3,1,Very Wet
167,28.42,3,1,Very Wet
166,28.41,3,1,Very Wet
167,28.4,3,1,Very Wet
168,28.39,3,1,Very Wet
167,28.38,3,1,Very Wet
167,28.37,3,1,Very Wet
167,28.36,3,1,Very Wet
166,28.35,3,1,Very Wet
168,28.34,3,1,Very Wet
166,28.33,3,1,Very Wet
166,28.32,3,1,Very Wet
166,28.32,3,1,Very Wet
165,28.31,3,1,Very Wet
165,28.3,3,1,Very Wet
165,28.29,3,1,Very Wet
2,178.7,3,1,Very Wet
185,28.27,3,1,Very Wet
185,28.26,3,1,Very Wet
185,28.26,3,1,Very Wet
204,28.25,2,1,Wet
188,28.24,3,1,Very Wet
189,28.24,3,1,Very Wet
177,28.23,3,1,Very Wet
176,28.23,3,1,Very Wet
176,28.22,3,1,Very Wet
176,28.22,3,1,Very Wet
176,28.21,3,1,Very Wet
175,28.2,3,1,Very Wet
174,28.27,3,1,Very Wet
5,178.7,3,1,Very Wet
5,178.7,3,1,Very Wet
175,29.17,3,1,Very Wet
176,29.47,3,1,Very Wet
175,29.69,3,1,Very Wet
239,29.85,2,1,Wet
239,29.91,2,1,Wet
240,30.01,2,1,Wet
240,30.08,2,1,Wet
240,30.12,2,1,Wet
240,30.15,2,1,Wet
240,30.16,2,1,Wet
243,30.15,2,1,Wet
241,30.14,2,1,Wet
241,30.12,2,1,Wet
241,30.1,2,1,Wet
241,30.06,2,1,Wet
242,30.03,2,1,Wet
242,29.99,2,1,Wet
242,29.97,2,1,Wet
242,29.93,2,1,Wet
243,29.89,2,1,Wet
242,29.85,2,1,Wet
241,29.8,2,1,Wet
243,29.76,2,1,Wet
244,29.72,2,1,Wet
243,29.68,2,1,Wet
243,29.64,2,1,Wet
252,29.6,2,1,Wet
206,29.56,2,1,Wet
185,29.52,3,1,Very Wet
177,29.5,3,1,Very Wet
177,29.47,3,1,Very Wet
176,29.43,3,1,Very Wet
256,29.4,2,1,Wet
279,29.37,1,0,Dry
425,29.34,0,0,Very Dry
434,29.3,0,0,Very Dry
349,29.27,0,0,Very Dry
330,29.24,0,0,Very Dry
334,29.21,0,0,Very Dry
330,29.18,0,0,Very Dry
376,29.17,0,0,Very Dry
333,29.14,0,0,Very Dry
336,29.12,0,0,Very Dry
336,29.1,0,0,Very Dry
336,29.08,0,0,Very Dry
336,29.05,0,0,Very Dry
333,29.03,0,0,Very Dry
334,29.01,0,0,Very Dry
332,28.99,0,0,Very Dry
338,28.97,0,0,Very Dry
339,28.96,0,0,Very Dry
343,28.94,0,0,Very Dry
339,28.92,0,0,Very Dry
337,28.9,0,0,Very Dry
342,28.88,0,0,Very Dry
336,28.86,0,0,Very Dry
339,28.84,0,0,Very Dry
339,28.82,0,0,Very Dry
339,28.81,0,0,Very Dry
337,28.79,0,0,Very Dry
339,28.77,0,0,Very Dry
338,28.77,0,0,Very Dry
340,28.75,0,0,Very Dry
339,28.74,0,0,Very Dry
342,28.72,0,0,Very Dry
347,28.71,0,0,Very Dry
347,28.69,0,0,Very Dry
345,28.68,0,0,Very Dry
340,28.67,0,0,Very Dry
340,28.65,0,0,Very Dry
339,28.64,0,0,Very Dry
342,28.63,0,0,Very Dry
342,28.62,0,0,Very Dry
342,28.6,0,0,Very Dry
341,28.59,0,0,Very Dry
343,28.57,0,0,Very Dry
344,28.56,0,0,Very Dry
343,28.54,0,0,Very Dry
343,28.53,0,0,Very Dry
342,28.52,0,0,Very Dry
342,28.51,0,0,Very Dry
341,28.5,0,0,Very Dry
340,28.49,0,0,Very Dry
345,28.48,0,0,Very Dry
344,28.47,0,0,Very Dry
339,28.46,0,0,Very Dry
342,28.44,0,0,Very Dry
344,28.43,0,0,Very Dry
344,28.42,0,0,Very Dry
344,28.41,0,0,Very Dry
345,28.4,0,0,Very Dry
343,28.39,0,0,Very Dry
343,28.39,0,0,Very Dry
344,28.38,0,0,Very Dry
344,28.37,0,0,Very Dry
344,28.36,0,0,Very Dry
344,28.36,0,0,Very Dry
346,28.35,0,0,Very Dry
343,28.34,0,0,Very Dry
344,28.33,0,0,Very Dry
345,28.33,0,0,Very Dry
344,28.32,0,0,Very Dry
345,28.32,0,0,Very Dry
343,28.31,0,0,Very Dry
344,28.3,0,0,Very Dry
344,28.3,0,0,Very Dry
343,28.29,0,0,Very Dry
342,28.29,0,0,Very Dry
342,28.28,0,0,Very Dry
343,28.27,0,0,Very Dry
342,28.27,0,0,Very Dry
340,28.26,0,0,Very Dry
342,28.26,0,0,Very Dry
342,28.25,0,0,Very Dry
342,28.24,0,0,Very Dry
343,28.24,0,0,Very Dry
342,28.23,0,0,Very Dry
341,28.22,0,0,Very Dry
344,28.22,0,0,Very Dry
344,28.21,0,0,Very Dry
342,28.4,0,0,Very Dry
344,28.75,0,0,Very Dry
345,28.94,0,0,Very Dry
345,29.35,0,0,Very Dry
345,29.75,0,0,Very Dry
344,30.14,0,0,Very Dry
343,30.51,0,0,Very Dry
344,30.85,0,0,Very Dry
344,31.17,0,0,Very Dry
344,31.47,0,0,Very Dry
342,31.74,0,0,Very Dry
341,31.98,0,0,Very Dry
350,32.16,0,0,Very Dry
368,32.22,0,0,Very Dry
397,32.31,0,0,Very Dry
283,32.36,1,0,Dry
286,32.38,1,0,Dry
248,32.37,2,1,Wet
197,32.35,3,1,Very Wet
240,32.32,2,1,Wet
240,32.27,2,1,Wet
240,32.21,2,1,Wet
240,32.15,2,1,Wet
240,32.08,2,1,Wet
239,32,2,1,Wet
224,31.97,2,1,Wet
225,31.89,2,1,Wet
210,31.82,2,1,Wet
191,31.74,3,1,Very Wet
179,31.66,3,1,Very Wet
174,31.59,3,1,Very Wet
176,31.51,3,1,Very Wet
177,31.44,3,1,Very Wet
176,31.37,3,1,Very Wet
177,31.3,3,1,Very Wet
177,31.24,3,1,Very Wet
182,31.3,3,1,Very Wet
178,31.45,3,1,Very Wet
179,31.54,3,1,Very Wet
182,31.66,3,1,Very Wet
176,31.73,3,1,Very Wet
182,31.77,3,1,Very Wet
179,31.79,3,1,Very Wet
179,31.79,3,1,Very Wet
179,31.77,3,1,Very Wet
214,31.74,2,1,Wet
187,31.7,3,1,Very Wet
183,31.65,3,1,Very Wet
181,31.6,3,1,Very Wet
178,31.55,3,1,Very Wet
177,31.52,3,1,Very Wet
177,31.46,3,1,Very Wet
177,31.4,3,1,Very Wet
176,31.35,3,1,Very Wet
177,31.29,3,1,Very Wet
176,31.23,3,1,Very Wet
176,31.17,3,1,Very Wet
176,31.11,3,1,Very Wet
164,31.05,3,1,Very Wet
414,30.99,0,0,Very Dry
344,30.94,0,0,Very Dry
288,30.88,1,0,Dry
245,30.85,2,1,Wet
211,30.8,2,1,Wet
265,30.74,2,1,Wet
264,30.69,2,1,Wet
264,30.64,2,1,Wet
266,30.6,2,1,Wet
266,30.55,2,1,Wet
264,30.5,2,1,Wet
266,30.46,2,1,Wet
266,30.42,2,1,Wet
264,30.38,2,1,Wet
265,30.33,2,1,Wet
264,30.31,2,1,Wet
264,30.28,2,1,Wet
266,30.24,2,1,Wet
265,30.2,2,1,Wet
264,30.16,2,1,Wet
264,30.13,2,1,Wet
265,30.09,2,1,Wet
265,30.06,2,1,Wet
263,30.02,2,1,Wet
253,29.98,2,1,Wet
264,29.95,2,1,Wet
265,29.92,2,1,Wet
263,29.88,2,1,Wet
256,29.86,2,1,Wet
256,29.83,2,1,Wet
250,29.8,2,1,Wet
253,29.76,2,1,Wet
253,29.74,2,1,Wet
252,29.71,2,1,Wet
246,29.68,2,1,Wet
254,29.66,2,1,Wet
252,29.63,2,1,Wet
253,29.61,2,1,Wet
252,29.58,2,1,Wet
253,29.56,2,1,Wet
253,29.55,2,1,Wet
252,29.53,2,1,Wet
252,29.51,2,1,Wet
252,29.48,2,1,Wet
252,29.46,2,1,Wet
254,29.44,2,1,Wet
252,29.42,2,1,Wet
253,29.4,2,1,Wet
253,29.39,2,1,Wet
252,29.37,2,1,Wet
253,29.35,2,1,Wet
252,29.33,2,1,Wet
252,29.32,2,1,Wet
252,29.3,2,1,Wet
252,29.28,2,1,Wet
252,29.27,2,1,Wet
252,29.25,2,1,Wet
254,29.23,2,1,Wet
252,29.22,2,1,Wet
252,29.2,2,1,Wet
252,29.18,2,1,Wet
252,29.17,2,1,Wet
252,29.15,2,1,Wet
252,29.14,2,1,Wet
252,29.13,2,1,Wet
253,29.11,2,1,Wet
253,29.1,2,1,Wet
254,29.08,2,1,Wet
252,29.07,2,1,Wet
252,29.06,2,1,Wet
251,29.04,2,1,Wet
249,29.03,2,1,Wet
248,29.01,2,1,Wet
249,29,2,1,Wet
248,28.98,2,1,Wet
249,28.97,2,1,Wet
250,28.96,2,1,Wet
249,28.95,2,1,Wet
250,28.93,2,1,Wet
249,28.92,2,1,Wet
250,28.9,2,1,Wet
250,28.89,2,1,Wet
246,28.87,2,1,Wet
243,28.85,2,1,Wet
244,28.83,2,1,Wet
243,28.82,2,1,Wet
245,28.81,2,1,Wet
245,28.8,2,1,Wet
244,28.79,2,1,Wet
245,28.78,2,1,Wet
244,28.77,2,1,Wet
245,28.76,2,1,Wet
245,28.75,2,1,Wet
245,28.74,2,1,Wet
245,28.73,2,1,Wet
245,28.71,2,1,Wet
245,28.71,2,1,Wet
246,28.69,2,1,Wet
245,28.68,2,1,Wet
244,28.67,2,1,Wet
245,28.67,2,1,Wet
245,28.66,2,1,Wet
244,28.65,2,1,Wet
244,28.64,2,1,Wet
245,28.62,2,1,Wet
245,28.61,2,1,Wet
245,28.6,2,1,Wet
243,28.59,2,1,Wet
244,28.58,2,1,Wet
244,28.57,2,1,Wet
243,28.56,2,1,Wet
244,28.55,2,1,Wet
247,28.54,2,1,Wet
243,28.53,2,1,Wet
245,28.52,2,1,Wet
244,28.51,2,1,Wet
244,28.5,2,1,Wet
244,28.49,2,1,Wet
245,28.48,2,1,Wet
244,28.48,2,1,Wet
244,28.47,2,1,Wet
244,28.46,2,1,Wet
233,28.45,2,1,Wet
244,28.44,2,1,Wet
244,28.43,2,1,Wet
245,28.42,2,1,Wet
244,28.41,2,1,Wet
244,28.4,2,1,Wet
243,28.4,2,1,Wet
243,28.39,2,1,Wet
244,28.38,2,1,Wet
244,28.37,2,1,Wet
245,28.36,2,1,Wet
244,28.35,2,1,Wet
245,28.34,2,1,Wet
244,28.34,2,1,Wet
244,28.33,2,1,Wet
245,28.32,2,1,Wet
244,28.41,2,1,Wet
243,28.7,2,1,Wet
228,28.98,2,1,Wet
213,29.18,2,1,Wet
190,29.33,3,1,Very Wet
176,29.44,3,1,Very Wet
175,29.52,3,1,Very Wet
174,29.57,3,1,Very Wet
173,29.6,3,1,Very Wet
174,29.62,3,1,Very Wet
173,29.63,3,1,Very Wet
173,29.63,3,1,Very Wet
173,29.62,3,1,Very Wet
173,29.61,3,1,Very Wet
173,29.59,3,1,Very Wet
173,29.57,3,1,Very Wet
172,29.54,3,1,Very Wet
173,29.51,3,1,Very Wet
174,29.49,3,1,Very Wet
171,29.46,3,1,Very Wet
172,29.43,3,1,Very Wet
172,29.4,3,1,Very Wet
172,29.38,3,1,Very Wet
172,29.35,3,1,Very Wet
172,29.32,3,1,Very Wet
173,29.29,3,1,Very Wet
173,29.26,3,1,Very Wet
172,29.23,3,1,Very Wet
173,29.2,3,1,Very Wet
164,29.17,3,1,Very Wet
171,29.14,3,1,Very Wet
172,29.11,3,1,Very Wet
172,29.08,3,1,Very Wet
172,29.06,3,1,Very Wet
171,29.04,3,1,Very Wet
172,29.02,3,1,Very Wet
172,28.99,3,1,Very Wet
172,28.97,3,1,Very Wet
171,28.95,3,1,Very Wet
172,28.92,3,1,Very Wet
172,28.9,3,1,Very Wet
172,28.88,3,1,Very Wet
172,28.86,3,1,Very Wet
171,28.84,3,1,Very Wet
176,28.82,3,1,Very Wet
171,28.8,3,1,Very Wet
171,28.79,3,1,Very Wet
172,28.77,3,1,Very Wet
171,28.75,3,1,Very Wet
172,28.73,3,1,Very Wet
172,28.71,3,1,Very Wet
171,28.7,3,1,Very Wet
172,28.68,3,1,Very Wet
172,28.66,3,1,Very Wet
172,28.65,3,1,Very Wet
171,28.63,3,1,Very Wet
172,28.62,3,1,Very Wet
171,28.6,3,1,Very Wet
171,28.59,3,1,Very Wet
172,28.58,3,1,Very Wet
172,28.57,3,1,Very Wet
172,28.55,3,1,Very Wet
171,28.54,3,1,Very Wet
172,28.53,3,1,Very Wet
171,28.52,3,1,Very Wet
171,28.5,3,1,Very Wet
171,28.49,3,1,Very Wet
171,28.48,3,1,Very Wet
171,28.47,3,1,Very Wet
172,28.46,3,1,Very Wet
171,28.45,3,1,Very Wet
171,28.44,3,1,Very Wet
172,28.43,3,1,Very Wet
171,28.42,3,1,Very Wet
171,28.41,3,1,Very Wet
172,28.39,3,1,Very Wet
171,28.38,3,1,Very Wet
435,28.37,0,0,Very Dry
466,28.36,0,0,Very Dry
363,28.35,0,0,Very Dry
360,28.36,0,0,Very Dry
3,178.7,3,1,Very Wet
361,28.74,0,0,Very Dry
362,29.12,0,0,Very Dry
2,178.7,3,1,Very Wet
360,29.92,0,0,Very Dry
362,30.23,0,0,Very Dry
362,30.46,0,0,Very Dry
362,30.64,0,0,Very Dry
359,30.77,0,0,Very Dry
368,30.85,0,0,Very Dry
355,30.91,0,0,Very Dry
350,30.93,0,0,Very Dry
347,30.95,0,0,Very Dry
342,30.95,0,0,Very Dry
343,30.93,0,0,Very Dry
343,30.9,0,0,Very Dry
342,30.86,0,0,Very Dry
344,30.82,0,0,Very Dry
344,30.77,0,0,Very Dry
345,30.72,0,0,Very Dry
344,30.67,0,0,Very Dry
338,30.64,0,0,Very Dry
337,30.58,0,0,Very Dry
338,30.52,0,0,Very Dry
336,30.46,0,0,Very Dry
331,30.41,0,0,Very Dry
332,30.35,0,0,Very Dry
331,30.3,0,0,Very Dry
333,30.25,0,0,Very Dry
332,30.2,0,0,Very Dry
333,30.15,0,0,Very Dry
334,30.1,0,0,Very Dry
330,30.07,0,0,Very Dry
326,30.03,1,0,Dry
320,29.98,1,0,Dry
323,29.94,1,0,Dry
331,29.89,0,0,Very Dry
330,29.85,0,0,Very Dry
330,29.81,0,0,Very Dry
328,29.77,1,0,Dry
336,29.73,0,0,Very Dry
329,29.69,1,0,Dry
330,29.66,0,0,Very Dry
330,29.64,0,0,Very Dry
329,29.6,1,0,Dry
329,29.57,1,0,Dry
329,29.54,1,0,Dry
329,29.5,1,0,Dry
329,29.47,1,0,Dry
328,29.44,1,0,Dry
329,29.41,1,0,Dry
327,29.38,1,0,Dry
328,29.36,1,0,Dry
327,29.34,1,0,Dry
328,29.31,1,0,Dry
328,29.29,1,0,Dry
327,29.26,1,0,Dry
323,29.28,1,0,Dry
